name,channel,business_category,distributor_type,is_distributor,distributor_potential,is_chain,address,latitude,longitude,phone_number,international_phone,website,business_status,distance_from_plant_km,priority_score,estimated_monthly_water_liters,estimated_monthly_water_revenue,google_maps_url,plant,bearing,direction,distance_band,zone,cluster,has_phone,sales_officer,officer_mobile,cluster_id,distance_range,sector
Hunuman Departmental Store,department_store,Retail,Retailer,No,High,No,"MFJ9+693, Siddapura Bidadi Road, Harohalli",12.6805221,77.4684077,076767 23343,+91 76767 23343,Not Available,CLOSED_TEMPORARILY,2.81,16,6000,3000,https://www.google.com/maps/place/?q=place_id:ChIJQ8JzvldbrjsRc1vfxHOsano,Harohalli,87.7640994,East,Inner,,Cluster4,Yes,Khadeer ali,9008436667,Cluster4,0-10 KM,4
"THAMMAIAHNNA PROVISION STORE, ANNAHALLI",shopping_mall,Retail,Retailer,No,Very High,No,"P92M+7C8, Mudawadi road, Annahalli",12.7006635,77.3835791,Not Available,Not Available,Not Available,OPERATIONAL,6.81,16,10000,5000,https://www.google.com/maps/place/?q=place_id:ChIJcTngCQBFrjsRaTdnKfXtZQ8,Harohalli,290.1705324,West,Inner,,Cluster12,No,Vacant,,Cluster12,0-10 KM,12
"MK Enterprices, Apna CSC Center Harohalli",shopping_mall,Retail,Retailer,No,Very High,No,"MFJ9+4GW, Siddapura Bidadi Road, Harohalli",12.6803517,77.4688235,099866 06830,+91 99866 06830,Not Available,OPERATIONAL,2.85,16,10000,5000,https://www.google.com/maps/place/?q=place_id:ChIJWZbW6ldbrjsR4biyS_G24gw,Harohalli,88.17973937,East,Inner,,Cluster4,Yes,Khadeer ali,9008436667,Cluster4,0-10 KM,4
Ravugodlu Milk Dairy,supermarket,Retail,Retailer,No,High,No,"77, Ravagodlu, ಕಗ್ಗಲೀಪುರ, ರಾವುಗೋಡ್ಲು",12.7479267,77.4976664,094820 14323,+91 94820 14323,Not Available,OPERATIONAL,9.67,15.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJ32swS6NDrjsRWO_kzj0pAGQ,Harohalli,38.16863968,NorthEast,Inner,,Cluster2,Yes,Khadeer ali,9008436667,Cluster2,0-10 KM,2
Byraveswara Complex,shopping_mall,Retail,Retailer,No,Very High,No,"MCFM+95F, Ramanagara",12.6734368,77.4329153,990188417,+91 990188417,Not Available,OPERATIONAL,1.25,15.5,10000,5000,https://www.google.com/maps/place/?q=place_id:ChIJ292qWCRbrjsRmoUHxB3Wl-0,Harohalli,237.006421,SouthWest,Inner,,Cluster10,Yes,Vinod Kumar KJ,7483749862,Cluster10,0-10 KM,10
"Siddaramaiah.Chikkamallaiah.Majigowda,Puttamasthigowda Buildings",shopping_mall,Retail,Retailer,No,Very High,No,"MFJ9+8C2, Harohalli",12.6807578,77.4685026,Not Available,Not Available,Not Available,OPERATIONAL,2.82,15.5,10000,5000,https://www.google.com/maps/place/?q=place_id:ChIJ1xtACQBbrjsRghvn0WU4-XQ,Harohalli,87.23994183,East,Inner,,Cluster4,No,Khadeer ali,9008436667,Cluster4,0-10 KM,4
Sri Chamundiswari Shop,shopping_mall,Retail,Retailer,No,Very High,No,"55 1, St Main 2nd Cross, Harohalli",12.6793607,77.4699932,080503 39204,+91 80503 39204,Not Available,OPERATIONAL,2.98,15.5,10000,5000,https://www.google.com/maps/place/?q=place_id:ChIJVxVw_ldbrjsRufAj1mDbFXU,Harohalli,90.37700852,East,Inner,,Cluster4,Yes,Khadeer ali,9008436667,Cluster4,0-10 KM,4
Madhur Milan Trends,shopping_mall,Retail,Retailer,No,Very High,No,"opposite to IIFL finance, near Appu Ambur Hot briyani, Bengaluru - Kanakapura Road, Harohalli",12.6824276,77.470331,Not Available,Not Available,Not Available,OPERATIONAL,3.03,15.5,10000,5000,https://www.google.com/maps/place/?q=place_id:ChIJE36oGiFdrjsRqvebzKIzt84,Harohalli,83.91256954,East,Inner,,Cluster4,No,Khadeer ali,9008436667,Cluster4,0-10 KM,4
Mudenahalli Milk Diary,shopping_mall,Retail,Retailer,No,Very High,No,"MFW8+FQ4, Harohalli Road, Mudenahalli",12.6961408,77.466956,Not Available,Not Available,Not Available,OPERATIONAL,3.23,15.5,10000,5000,https://www.google.com/maps/place/?q=place_id:ChIJKXUZfKlErjsRuLbGi0QdmeU,Harohalli,55.11239311,NorthEast,Inner,,Cluster3,No,Khadeer ali,9008436667,Cluster3,0-10 KM,3
Hucchamanadaddi,shopping_mall,Retail,Retailer,No,Very High,No,"P97R+GF8, Bennahalli",12.7137941,77.3911995,080958 28784,+91 80958 28784,Not Available,OPERATIONAL,6.75,15.5,10000,5000,https://www.google.com/maps/place/?q=place_id:ChIJUSgZWuJFrjsRwES03llNsJs,Harohalli,304.3719982,NorthWest,Inner,,Cluster12,Yes,Vacant,,Cluster12,0-10 KM,12
AgniTeja Farm Stay,lodging,HoReCa,Retailer,No,High,No,"232, Kanakapura Road, Hosur post, Managanahalli",12.7304316,77.4643963,091108 49405,+91 91108 49405,Not Available,OPERATIONAL,6.14,15.3,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJ5W5-IG9FrjsRS0jQz6cZeLQ,Harohalli,22.72127243,NorthEast,Inner,,Cluster1,Yes,Khadeer ali,9008436667,Cluster1,0-10 KM,1
SAM Eden Resort,lodging,HoReCa,Retailer,No,High,No,"near Art of Living, 86/3, Kanakapura Road, Hosur Village, Karikaldoddi",12.7431119,77.4606033,099164 33339,+91 99164 33339,https://samedenresort.in/,OPERATIONAL,7.34,15.3,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJrcwzXTlFrjsRLx4gCqGvyWw,Harohalli,15.48357877,North,Inner,,Cluster1,Yes,Khadeer ali,9008436667,Cluster1,0-10 KM,1
The Odyssey Retreat Resort,lodging,HoReCa,Retailer,No,High,No,"Sy.No.92/1, 92/2, 92/3, Edamadu Village Kanakapura Road, cross, Kaggalahalli",12.7243937,77.4967763,070650 02340,+91 70650 02340,http://odysseyretreat.in/,OPERATIONAL,7.71,15.3,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJM-rqGH9DrjsRX_Fw4uq6QVo,Harohalli,49.69937666,NorthEast,Inner,,Cluster2,Yes,Khadeer ali,9008436667,Cluster2,0-10 KM,2
Krishi Farms,lodging,HoReCa,Retailer,No,High,No,Edumadu,12.7332919,77.4881691,099720 70624,+91 99720 70624,https://instagram.com/krishi__farms?igshid=YmMyMTA2M2Y=,OPERATIONAL,7.76,15.3,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJGx1ZM9RDrjsRLx1zmiWoWL4,Harohalli,39.61742896,NorthEast,Inner,,Cluster2,Yes,Khadeer ali,9008436667,Cluster2,0-10 KM,2
Putamma Flower Shop,supermarket,Retail,Retailer,No,High,No,"12, 1st Main 1st Cross, Harohalli",12.6799681,77.469446,082774 82757,+91 82774 82757,Not Available,OPERATIONAL,2.92,15,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJh4PDHpFbrjsRFMVd1rSFJIs,Harohalli,89.05874091,East,Inner,,Cluster4,Yes,Khadeer ali,9008436667,Cluster4,0-10 KM,4
Dhanlakshmi provision store,supermarket,Retail,Retailer,No,High,No,Marsandra Road near nadkacheri office Harohalli kankpura Ramnagara,12.6826892,77.4741494,095351 56168,+91 95351 56168,Not Available,OPERATIONAL,3.45,15,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJdUNJpKlcrjsRtbZMN4J69m0,Harohalli,84.16122117,East,Inner,,Cluster4,Yes,Khadeer ali,9008436667,Cluster4,0-10 KM,4
RAJU STORE,supermarket,Retail,Retailer,No,High,No,"Shop No 1, opp. Dipo, Kanakapura",12.7236567,77.4786661,099943 53245,+91 99943 53245,Not Available,OPERATIONAL,6.28,15,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJZe6gGBFDrjsRnaZsPusA_ic,Harohalli,38.60829527,NorthEast,Inner,,Cluster2,Yes,Khadeer ali,9008436667,Cluster2,0-10 KM,2
TDPV PLAZA,shopping_mall,Retail,Retailer,No,Very High,No,"JCMJ+9M6, near BP petrol pump, Kanakapura Main Road, Maralawadi Hobli, Kanakapura",12.633421,77.4316403,Not Available,Not Available,Not Available,OPERATIONAL,5.26,15,10000,5000,https://www.google.com/maps/place/?q=place_id:ChIJfUbkf0BbrjsRGtOrrQlpjq0,Harohalli,192.9954757,South,Inner,,Cluster8,No,Srikantha B N,9738258828,Cluster8,0-10 KM,8
Likitha Developers & Builders,shopping_mall,Retail,Retailer,No,Very High,No,"JCPM+M9H, opposite to jain international school, Kanakapura Main Road, Malavalli",12.6366811,77.4334709,089047 31356,+91 89047 31356,Not Available,OPERATIONAL,4.87,15,10000,5000,https://www.google.com/maps/place/?q=place_id:ChIJq2z8Iq9brjsRNl93QTgLBcE,Harohalli,191.6762437,South,Inner,,Cluster8,Yes,Srikantha B N,9738258828,Cluster8,0-10 KM,8
Annaiah Store,shopping_mall,Retail,Retailer,No,Very High,No,"near Jain college, Yadavanahalli, near Jain college, Kanakapura Main Road",12.6405442,77.4360959,Not Available,Not Available,Not Available,CLOSED_TEMPORARILY,4.39,15,10000,5000,https://www.google.com/maps/place/?q=place_id:ChIJfdAL8x1brjsRsaXao1QS3Dw,Harohalli,189.170752,South,Inner,,Cluster8,No,Srikantha B N,9738258828,Cluster8,0-10 KM,8
Veerabhdraswamy provition store,shopping_mall,Retail,Retailer,No,Very High,No,"JFP5+2JW, T.Hosahalli",12.635116,77.4590773,Not Available,Not Available,Not Available,CLOSED_TEMPORARILY,5.26,15,10000,5000,https://www.google.com/maps/place/?q=place_id:ChIJmVGTIwBbrjsRelsd1JQXh-I,Harohalli,160.0441025,South,Inner,,Cluster7,No,Srikantha B N,9738258828,Cluster7,0-10 KM,7
Srs cyber centre xerox,shopping_mall,Retail,Retailer,No,Very High,No,"Harohalli industries area, Bannikuppe",12.6517109,77.4271665,Not Available,Not Available,Not Available,OPERATIONAL,3.52,15,10000,5000,https://www.google.com/maps/place/?q=place_id:ChIJARi89WVbrjsRUwwhqXu9R2g,Harohalli,208.3387242,SouthWest,Inner,,Cluster9,No,Rajshekhar J,9019937913,Cluster9,0-10 KM,9
Basaveshwara Providion stor and Flores mil,shopping_mall,Retail,Retailer,No,Very High,No,"Maralvadi, Thokasandra villege maralavadi hobali harohalli thaluk",12.6815831,77.4731876,098864 57067,+91 98864 57067,Not Available,CLOSED_TEMPORARILY,3.33,15,10000,5000,https://www.google.com/maps/place/?q=place_id:ChIJsy_HSrddrjsRk6ho4o_-vFE,Harohalli,86.08344249,East,Inner,,Cluster4,Yes,Khadeer ali,9008436667,Cluster4,0-10 KM,4
Pride Heritage Hotel,restaurant,HoReCa,Retailer,No,High,No,"Kanakapura Main Road, Bannikuppe",12.6522641,77.4405521,Not Available,Not Available,Not Available,OPERATIONAL,3.04,14.9,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJIxEqNwBbrjsRsXtbagqwhlc,Harohalli,184.0830876,South,Inner,,Cluster8,No,Srikantha B N,9738258828,Cluster8,0-10 KM,8
Soul Nest at Pyramid Valley,restaurant,HoReCa,Retailer,No,High,No,"Pyramid Valley International, Kebbedoddi Village, Kanakapura Main Road, Harohalli",12.6960105,77.4951708,099862 10108,+91 99862 10108,https://bit.ly/3UStySG,OPERATIONAL,6,14.9,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJw2SNiahcrjsRr_HiVbkDaFY,Harohalli,72.20507843,East,Inner,,Cluster3,Yes,Khadeer ali,9008436667,Cluster3,0-10 KM,3
Doddanna Farm,lodging,HoReCa,Retailer,No,High,No,"MGX2+5MC, kebbedoddi village, kaggalahalli Post, harohalli Hobli, Kanakapura talok",12.6979489,77.5016527,Not Available,Not Available,Not Available,OPERATIONAL,6.73,14.9,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJUcd_rXJDrjsRpa1UBT68gOo,Harohalli,72.28593621,East,Inner,,Cluster3,No,Khadeer ali,9008436667,Cluster3,0-10 KM,3
Dormitories @ Pyramid Valley,lodging,HoReCa,Retailer,No,High,No,PF2V+4P2,12.7002651,77.4942756,Not Available,Not Available,http://pyramidvalley.org/,OPERATIONAL,6.07,14.9,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJOyfsyzdDrjsRvdyHkR74Yqs,Harohalli,67.66538406,East,Inner,,Cluster3,No,Khadeer ali,9008436667,Cluster3,0-10 KM,3
Betta Farms,lodging,HoReCa,Retailer,No,High,No,"Bengaluru - Kanakapura Road, Edumadu",12.7344387,77.4982236,077951 30207,+91 77951 30207,Not Available,OPERATIONAL,8.59,14.9,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJbTEJCsJDrjsRQtykr1q4a0U,Harohalli,44.68543787,NorthEast,Inner,,Cluster2,Yes,Khadeer ali,9008436667,Cluster2,0-10 KM,2
Paakashala Kanakapura Town,restaurant,HoReCa,Retailer,No,High,No,"Survey No: 47, Grama, Kasaba Hobli, Rayasandra",12.5920675,77.4324515,Not Available,Not Available,https://paakashala.com/,OPERATIONAL,9.79,14.8,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJWUQkyH5ZrjsRIoU4P6Ps-bk,Harohalli,186.4270149,South,Inner,,Cluster8,No,Srikantha B N,9738258828,Cluster8,0-10 KM,8
Sri Durga,restaurant,HoReCa,Retailer,No,High,No,"near K.S.R.T.C. Depo, Bangalore-kanakapura Main Road ,Hosakote, near K.S.R.T.C. Depo, Kanakapura Main Road, Harohalli",12.6968177,77.4780229,Not Available,Not Available,Not Available,OPERATIONAL,4.3,14.8,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJJREFENlDrjsReC2zAGsiD7c,Harohalli,63.46436339,NorthEast,Inner,,Cluster3,No,Khadeer ali,9008436667,Cluster3,0-10 KM,3
Mandarathi Vaibhava,restaurant,HoReCa,Retailer,No,High,No,"QF4M+GX, gate, Kanakapura Main Road, Nettigere",12.7561773,77.4854692,088840 01211,+91 88840 01211,Not Available,OPERATIONAL,9.71,14.8,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJrU8KOodDrjsR_HKSSVImq7Q,Harohalli,28.64350284,NorthEast,Inner,,Cluster2,Yes,Khadeer ali,9008436667,Cluster2,0-10 KM,2
Jungle Trailz Bangalore,lodging,HoReCa,Retailer,No,High,No,"105, Near Bettahalli Kaval Kaggalahalli Post, Off, Kanakapura Main Road, Gottigehalli",12.7291115,77.5176267,080 6945 5344,+91 80 6945 5344,http://jungletrailz.com/jungle-trailz-bangalore/,OPERATIONAL,9.83,14.8,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJ9-pMz3xDrjsR8r6ckQA9QUE,Harohalli,55.89966559,NorthEast,Inner,,Cluster3,Yes,Khadeer ali,9008436667,Cluster3,0-10 KM,3
Dr Chandramma Dayananda Sagar institute of Medical Education and Research ಸಿ.ಡಿ.ಸೈಮರ್ CDSIMER,university,Institutional,Retailer,No,Very High,No,"DEVARAKAGGALAHALLI, HAROHALLI, Kanakapura Main Road, Kanakapura",12.6610841,77.4494629,080 2608 6500,+91 80 2608 6500,https://cdsimer.edu.in/hospital,OPERATIONAL,2.18,14.8,8000,4000,https://www.google.com/maps/place/?q=place_id:ChIJBaTZiJlDrjsRPzlxeACSSJo,Harohalli,159.9164378,South,Inner,,Cluster7,Yes,Srikantha B N,9738258828,Cluster7,0-10 KM,7
Kabbalamma fish fry center,restaurant,HoReCa,Retailer,No,High,No,"J9CV+G8M, Ramanagara",12.6213259,77.3932877,063624 09500,+91 63624 09500,Not Available,OPERATIONAL,8.39,14.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJDc1fpHZbrjsRseZ042OYolw,Harohalli,219.550719,SouthWest,Inner,,Cluster9,Yes,Rajshekhar J,9019937913,Cluster9,0-10 KM,9
Prakash chicken center,restaurant,HoReCa,Retailer,No,High,No,"JCC2+HH6, Googaredoddi",12.6214227,77.4013986,Not Available,Not Available,Not Available,OPERATIONAL,7.85,14.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJFzlHzgRbrjsRjUb2txj9eLc,Harohalli,214.6437077,SouthWest,Inner,,Cluster9,No,Rajshekhar J,9019937913,Cluster9,0-10 KM,9
HARI HARA HOTEL,restaurant,HoReCa,Retailer,No,High,No,"YEDUVANAHALLY GATE, JAIN COLLEGE, Kanakapura Main Road",12.6406347,77.4353126,Not Available,Not Available,Not Available,OPERATIONAL,4.4,14.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJ-fwZiOlbrjsRshnqHxrDopg,Harohalli,190.2851366,South,Inner,,Cluster8,No,Srikantha B N,9738258828,Cluster8,0-10 KM,8
Shawarma House,restaurant,HoReCa,Retailer,No,High,No,India,12.6409096,77.4367365,Not Available,Not Available,Not Available,OPERATIONAL,4.34,14.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJc5zMzKdbrjsRHTXO_M97xnU,Harohalli,188.3505893,South,Inner,,Cluster8,No,Srikantha B N,9738258828,Cluster8,0-10 KM,8
"SMOKED BBQ TAXI ""ಸ್ಮೋಕ್ಡ್ ಬಿಬಿಕ್ಯೂ ಟ್ಯಾಕ್ಸಿ"" ಕನಕಪುರ",restaurant,HoReCa,Retailer,No,High,No,"Opp Jain global campus NH 209, post, Jakkasandra",12.6418991,77.4364696,Not Available,Not Available,Not Available,OPERATIONAL,4.24,14.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJW_czcgBbrjsRm4GMBy79QB8,Harohalli,188.9541096,South,Inner,,Cluster8,No,Srikantha B N,9738258828,Cluster8,0-10 KM,8
Jakkasandra Idli Shop,restaurant,HoReCa,Retailer,No,High,No,"JCXQ+WJ6, Kanakapura Main Road, Jakkasandra",12.6497813,77.4390221,Not Available,Not Available,Not Available,OPERATIONAL,3.33,14.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJjaEIdwBbrjsRp-NH2fa2jhU,Harohalli,186.593973,South,Inner,,Cluster8,No,Srikantha B N,9738258828,Cluster8,0-10 KM,8
Chicken Shop,restaurant,HoReCa,Retailer,No,High,No,"MC2Q+9MX, Kanakapura Main Road, Jakkasandra",12.6514759,77.4395746,Not Available,Not Available,Not Available,OPERATIONAL,3.14,14.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJZUZrEdtbrjsR5RePwP-MFeQ,Harohalli,185.9015232,South,Inner,,Cluster8,No,Srikantha B N,9738258828,Cluster8,0-10 KM,8
CINCHANNA CHICKEN CENTER,restaurant,HoReCa,Retailer,No,High,No,"No3, Chikkakalbalu ,harohallli, Bidadi",12.6529955,77.4065152,091106 18478,+91 91106 18478,Not Available,OPERATIONAL,4.9,14.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJg70CPNxbrjsRDTuHVa0wjWE,Harohalli,232.9506648,SouthWest,Inner,,Cluster10,Yes,Vinod Kumar KJ,7483749862,Cluster10,0-10 KM,10
DK Hotel,restaurant,HoReCa,Retailer,No,High,No,"P92V+P55, Dombaradoddi, Bidadi Main Road",12.7017568,77.3929799,Not Available,Not Available,Not Available,OPERATIONAL,5.92,14.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJPcIW0ylHrjsRV6ftnMN8njk,Harohalli,294.6828582,NorthWest,Inner,,Cluster12,No,Vacant,,Cluster12,0-10 KM,12
SAVIRUCHI DABA CHANDRASHEKHAR,restaurant,HoReCa,Retailer,No,High,No,"near Bar, opp. Hospital Dombaradodi, 22 1st Main 2nd Cross B, M Main Road, Bengaluru",12.7037477,77.3935979,081519 54545,+91 81519 54545,Not Available,OPERATIONAL,5.95,14.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJy6ZAhUFFrjsR495FfkMqDoU,Harohalli,296.8887875,NorthWest,Inner,,Cluster12,Yes,Vacant,,Cluster12,0-10 KM,12
Basaveshwara Khanavali,restaurant,HoReCa,Retailer,No,High,No,"1, Industrial Area, Harohalli",12.6732549,77.4329505,073531 42370,+91 73531 42370,Not Available,OPERATIONAL,1.25,14.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJ88Jk9SRbrjsRry0SursWBU0,Harohalli,236.1361602,SouthWest,Inner,,Cluster10,Yes,Vinod Kumar KJ,7483749862,Cluster10,0-10 KM,10
Ramesh G Shop,restaurant,HoReCa,Retailer,No,High,No,"No 25 1st Main 1st Cross Bannikuppe Circal, Main Road, Bidadi",12.6743377,77.4340321,099459 44097,+91 99459 44097,Not Available,OPERATIONAL,1.09,14.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJAzj6HgtbrjsRVNnECTZsvlU,Harohalli,237.9548397,SouthWest,Inner,,Cluster10,Yes,Vinod Kumar KJ,7483749862,Cluster10,0-10 KM,10
SAGAR SNACK,restaurant,HoReCa,Retailer,No,High,No,India,12.6755843,77.4443729,Not Available,Not Available,Not Available,OPERATIONAL,0.48,14.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJoxHVrDlbrjsRpULfHkTldzY,Harohalli,155.7528034,SouthEast,Inner,,Cluster7,No,Srikantha B N,9738258828,Cluster7,0-10 KM,7
Sri Kabbalamma Hotel ಶ್ರೀ ಕಬ್ಬಾಲಮ್ಮ ಹೋಟೆಲ್,restaurant,HoReCa,Retailer,No,High,No,"Industrial Area, Harohalli",12.676566,77.4476682,097405 11561,+91 97405 11561,Not Available,OPERATIONAL,0.65,14.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJ3UkrPuNbrjsRMaM_MB8eIzI,Harohalli,120.750126,SouthEast,Inner,,Cluster5,Yes,Srikantha B N,9738258828,Cluster5,0-10 KM,5
Food Nest,restaurant,HoReCa,Retailer,No,High,No,"MCCX+4PG, KIADB Industrial Area",12.6703162,77.4493246,Not Available,Not Available,Not Available,OPERATIONAL,1.26,14.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJ7fDeewBbrjsR0HLRrqHj2bA,Harohalli,144.3599609,SouthEast,Inner,,Cluster6,No,Srikantha B N,9738258828,Cluster6,0-10 KM,6
Divya Hotel,restaurant,HoReCa,Retailer,No,High,No,"12 1st Main 2nd Cross B K Main Road, opp. Hospital, Near, N H Road, Devarakagalahali, Bengaluru",12.6616045,77.4482351,063631 07505,+91 63631 07505,Not Available,OPERATIONAL,2.09,14.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJqSZFcftbrjsRXMCsAPiNdco,Harohalli,162.8062181,South,Inner,,Cluster7,Yes,Srikantha B N,9738258828,Cluster7,0-10 KM,7
Eat and Chat,restaurant,HoReCa,Retailer,No,High,No,"ABM Layout, 244, Kanakapura Main Road, Harohalli",12.6641436,77.4528757,096325 58559,+91 96325 58559,Not Available,OPERATIONAL,2.05,14.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJk98BJwBbrjsRtHnFM0XyWPY,Harohalli,146.792037,SouthEast,Inner,,Cluster6,Yes,Srikantha B N,9738258828,Cluster6,0-10 KM,6
SSS CHICKEN CENTER,restaurant,HoReCa,Retailer,No,High,No,"MFF3+WJJ, Harohalli",12.6748339,77.4540072,Not Available,Not Available,Not Available,OPERATIONAL,1.35,14.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJM3Tql3VbrjsRM1Q70zwROFs,Harohalli,112.818859,SouthEast,Inner,,Cluster5,No,Srikantha B N,9738258828,Cluster5,0-10 KM,5
Tummy Trails,restaurant,HoReCa,Retailer,No,High,No,"MF63+84, Kiranagere",12.6604559,77.4528096,Not Available,Not Available,Not Available,OPERATIONAL,2.4,14.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJd45RUABbrjsRa74gX6eDmZE,Harohalli,152.3136366,SouthEast,Inner,,Cluster6,No,Srikantha B N,9738258828,Cluster6,0-10 KM,6
COMFORT PG,restaurant,HoReCa,Retailer,No,High,No,"near BWSSB Road, Gaannalu doddi road, near BWSSB Road, first main road, Harohalli",12.6741313,77.4585668,099019 79893,+91 99019 79893,Not Available,OPERATIONAL,1.84,14.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJbZY88SFbrjsRYPk9cn_M5Cc,Harohalli,109.0820095,East,Inner,,Cluster5,Yes,Srikantha B N,9738258828,Cluster5,0-10 KM,5
ಶ್ರೀ ನಲ್ಲಿಮರದಮ್ಮ ಹೋಟೆಲ್,restaurant,HoReCa,Retailer,No,High,No,"MCWV+95M, Yerehalli",12.6959596,77.4429088,Not Available,Not Available,Not Available,CLOSED_TEMPORARILY,1.83,14.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJQacjP09FrjsRXH34X-97unY,Harohalli,1.22960588,North,Inner,,Cluster1,No,Khadeer ali,9008436667,Cluster1,0-10 KM,1
ಶ್ರೀ ಕಬ್ಬಾಳಮ್ಮ ಕಬಾಬ್ ಸೆಂಟರ್,restaurant,HoReCa,Retailer,No,High,No,India,12.6960651,77.4428293,Not Available,Not Available,Not Available,OPERATIONAL,1.84,14.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJ32ZuQMlErjsRw9n6JJyG8gA,Harohalli,0.95298085,North,Inner,,Cluster1,No,Khadeer ali,9008436667,Cluster1,0-10 KM,1
KRUPA FOOD & TEA POINT,restaurant,HoReCa,Retailer,No,High,No,"Bengaluru - Kanakapura Road, Thamasandra",12.6803434,77.464818,074111 26685,+91 74111 26685,https://krupafoodish-delivery.store.shoopy.in/,OPERATIONAL,2.42,14.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJaxFhfH1brjsRxbTDKZKpeY0,Harohalli,87.87545039,East,Inner,,Cluster4,Yes,Khadeer ali,9008436667,Cluster4,0-10 KM,4
Kottaram food point and cafe,restaurant,HoReCa,Retailer,No,High,No,"MFP8+735, Harohalli",12.6856629,77.4652276,Not Available,Not Available,Not Available,OPERATIONAL,2.55,14.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJlbY0PABbrjsRzjTCQFfnoqA,Harohalli,74.52561451,East,Inner,,Cluster3,No,Khadeer ali,9008436667,Cluster3,0-10 KM,3
Hotal Mallayya Miltry,restaurant,HoReCa,Retailer,No,High,No,"Laxmi, Venkateshwara Building, near Knn Lodge, Bidadi Main Road, Harohalli, Kanakapura Taluk",12.6824573,77.4669345,096860 70879,+91 96860 70879,Not Available,OPERATIONAL,2.67,14.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJ36qt8FZbrjsRtZt5bXg5Q54,Harohalli,83.00279702,East,Inner,,Cluster4,Yes,Khadeer ali,9008436667,Cluster4,0-10 KM,4
Srinivas pork hotel,restaurant,HoReCa,Retailer,No,High,No,"MFJ8+WW7, Siddapura Bidadi Road, Harohalli",12.6822998,77.4672998,097430 02191,+91 97430 02191,Not Available,OPERATIONAL,2.7,14.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJx7iJ45tbrjsRyw_vz6sRz2s,Harohalli,83.47357624,East,Inner,,Cluster4,Yes,Khadeer ali,9008436667,Cluster4,0-10 KM,4
Ramanna Dum Biriyani Corner,restaurant,HoReCa,Retailer,No,High,No,"MFJ9+C5X, Harohalli",12.6811237,77.4679836,Not Available,Not Available,Not Available,OPERATIONAL,2.77,14.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJB4RNAABbrjsR65MXuTnJTmQ,Harohalli,86.34172405,East,Inner,,Cluster4,No,Khadeer ali,9008436667,Cluster4,0-10 KM,4
PUSHPA MILITARY HOTEL,restaurant,HoReCa,Retailer,No,High,No,"Bidadi, Main Road, Harohalli",12.6807056,77.4683285,096200 28745,+91 96200 28745,Not Available,OPERATIONAL,2.8,14.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJSd2YuVFbrjsRhxdGRvAz38Q,Harohalli,87.34001315,East,Inner,,Cluster4,Yes,Khadeer ali,9008436667,Cluster4,0-10 KM,4
