name,channel,business_category,distributor_type,is_distributor,distributor_potential,is_chain,address,latitude,longitude,phone_number,international_phone,website,business_status,distance_from_plant_km,priority_score,estimated_monthly_water_liters,estimated_monthly_water_revenue,google_maps_url,plant,bearing,direction,distance_band,zone,cluster,has_phone,sales_officer,officer_mobile,cluster_id,distance_range,sector
Jai Ramanjaneya Provision Store,store,Retail,Retailer,No,Medium,No,"H7HC+CCQ, Unnamed Road, Dyavapatna",12.5785969,77.2711113,Not Available,Not Available,Not Available,CLOSED_TEMPORARILY,21.73,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJW6jgssBVrjsRrk2D_tqdJQU,Harohalli,238.912098,SouthWest,Outer,,Cluster10,No,Vinod Kumar KJ,7483749862,Cluster10,20-31 KM,10
SRI KRISHNA TRADERS,store,Retail,General Distributor,Yes,Medium,No,B.V Palya,12.581187,77.2628764,Not Available,Not Available,Not Available,OPERATIONAL,22.35,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJpUPEXxtVrjsRkmCBH5mcoyI,Harohalli,240.7284941,SouthWest,Outer,,Cluster10,No,Vinod Kumar KJ,7483749862,Cluster10,20-31 KM,10
Nanhundeshwara Provision Store,store,Retail,Retailer,No,Medium,No,"B.V.halli, Channapatna",12.5828424,77.256074,076187 28988,+91 76187 28988,Not Available,OPERATIONAL,22.91,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJU93kuVNVrjsRwDvRiuGzg_o,Harohalli,242.033715,SouthWest,Outer,,Cluster10,Yes,Vinod Kumar KJ,7483749862,Cluster10,20-31 KM,10
Lakshmi Venkateshwara Tent House,store,Retail,Retailer,No,Medium,No,"B.V Halli, Channapatna",12.5828424,77.256074,090084 58666,+91 90084 58666,Not Available,OPERATIONAL,22.91,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJIYbCr0NVrjsRSRGh4NET1-Q,Harohalli,242.033715,SouthWest,Outer,,Cluster10,Yes,Vinod Kumar KJ,7483749862,Cluster10,20-31 KM,10
Krushika food products ಕೃಷಿಕ ಫುಡ್ ಪ್ರೊಡಕ್ಟ್ಸ್,store,Retail,Retailer,No,Medium,No,"H7M4+689, Doddanahalli",12.5830865,77.2554705,Not Available,Not Available,Not Available,OPERATIONAL,22.96,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJ65oMHABVrjsRVGd1f33jvAY,Harohalli,242.170278,SouthWest,Outer,,Cluster10,No,Vinod Kumar KJ,7483749862,Cluster10,20-31 KM,10
Raithana Hatti,store,Retail,Retailer,No,Medium,No,"97 B V Halli Circle, Channapatna - Sathanur Road, Kabbalu",12.5831007,77.2553218,099727 98535,+91 99727 98535,Not Available,OPERATIONAL,22.97,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJw5aYahRVrjsR8B6mpKebwho,Harohalli,242.192576,SouthWest,Outer,,Cluster10,Yes,Vinod Kumar KJ,7483749862,Cluster10,20-31 KM,10
RS NILA GENERAL STORE,store,Retail,Retailer,No,Medium,No,India,12.5715769,77.608193,Not Available,Not Available,Not Available,OPERATIONAL,21.61,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJN24PogJhrjsRy0UCnanp2q4,Harohalli,123.7213228,SouthEast,Outer,,Cluster5,No,Srikantha B N,9738258828,Cluster5,20-31 KM,5
Achubalam Chethan House,store,Retail,Retailer,No,Medium,No,"1st cross, Achubalam post office",12.5855823,77.6053953,Not Available,Not Available,Not Available,OPERATIONAL,20.53,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJMVT8fzdhrjsRR5SgnLGesic,Harohalli,120.5766805,SouthEast,Outer,,Cluster5,No,Srikantha B N,9738258828,Cluster5,20-31 KM,5
GAGAN ENTERPRISES CSC CENTER,store,Retail,Retailer,No,Medium,No,"Marupalli Jawalagiri road Denkanikottai taluk Krishnagiri dist, Thalli",12.5575709,77.6471304,087602 30980,+91 87602 30980,Not Available,OPERATIONAL,26.01,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJv7UWorphrjsRhJyzzWTyNz0,Harohalli,121.3997291,SouthEast,Outer,,Cluster5,Yes,Srikantha B N,9738258828,Cluster5,20-31 KM,5
MUKESH MOTORS BAJAJ SHOWROOM,store,Retail,Retailer,No,Medium,No,"JAWALLAGIRI ROAD, Thalli",12.5807111,77.6560617,Not Available,Not Available,Not Available,OPERATIONAL,25.64,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJOxpR1_BjrjsRYNGsWm4yxk0,Harohalli,115.3533982,SouthEast,Outer,,Cluster5,No,Srikantha B N,9738258828,Cluster5,20-31 KM,5
Honda,store,Retail,Retailer,No,Medium,No,"HMJ4+7GV, Major District Road 703, Thalli",12.5807417,77.6562983,Not Available,Not Available,Not Available,CLOSED_TEMPORARILY,25.66,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJ-4wa1dhjrjsR4aFCWiClhJ0,Harohalli,115.3219462,SouthEast,Outer,,Cluster5,No,Srikantha B N,9738258828,Cluster5,20-31 KM,5
Murgan Store,store,Retail,Retailer,No,Medium,No,"HMJ4+FHQ, MDR703, Thalli",12.5812141,77.6564988,Not Available,Not Available,Not Available,OPERATIONAL,25.66,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJgbWeNgBjrjsRszRJ31cVEZQ,Harohalli,115.1951514,SouthEast,Outer,,Cluster5,No,Srikantha B N,9738258828,Cluster5,20-31 KM,5
K.S FASHIONS MEN’S HUB,store,Retail,Retailer,No,Medium,No,"269H, SR nagar, 5, Jawalagiri Road, Thalli",12.5816395,77.6567906,072006 49026,+91 72006 49026,Not Available,OPERATIONAL,25.67,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJXci9_HJjrjsRuvTKF4BArvI,Harohalli,115.0695052,SouthEast,Outer,,Cluster5,Yes,Srikantha B N,9738258828,Cluster5,20-31 KM,5
VENKATESHWARA BAKERY & SWEETS,store,Retail,Retailer,No,Medium,No,"HMJ5+M2M, behind BDO Office, No 5/266/B, Javalagiri Road, Thalli",12.5817804,77.6568071,Not Available,Not Available,Not Available,OPERATIONAL,25.66,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJQblk2d5jrjsRxiogNC5fQh0,Harohalli,115.0361373,SouthEast,Outer,,Cluster5,No,Srikantha B N,9738258828,Cluster5,20-31 KM,5
Amman Bakery,store,Retail,Retailer,No,Medium,No,"01,Near Sri Ram Nivas Hotal,Jawalagiri, Road, Thalli",12.5818955,77.6569302,096267 27655,+91 96267 27655,Not Available,CLOSED_TEMPORARILY,25.67,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJAZUz0TVjrjsRXvw3ZlNlBBY,Harohalli,114.9976245,SouthEast,Outer,,Cluster5,Yes,Srikantha B N,9738258828,Cluster5,20-31 KM,5
Om Sakthi Automobiles & service station,store,Retail,Retailer,No,Medium,No,"State Highway 17B, Thippenagraharam",12.5811391,77.6606953,Not Available,Not Available,Not Available,OPERATIONAL,26.08,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJH-h7OVFjrjsRbZmpWK02F7g,Harohalli,114.7849868,SouthEast,Outer,,Cluster5,No,Srikantha B N,9738258828,Cluster5,20-31 KM,5
M R STEEL SUPPLIER,store,Retail,Retailer,No,Medium,No,"5/305/1E, DENKANIKOTTAI MAIN ROAD, Thalli",12.5809303,77.6618466,081975 93289,+91 81975 93289,Not Available,OPERATIONAL,26.2,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJ5fDUlqhxrjsRtvmmlx_H06A,Harohalli,114.7163125,SouthEast,Outer,,Cluster5,Yes,Srikantha B N,9738258828,Cluster5,20-31 KM,5
Sri lakshmi fruits and vegetables,store,Retail,Retailer,No,Medium,No,"near BDO Office, Thalli",12.5828152,77.6578096,Not Available,Not Available,Not Available,CLOSED_TEMPORARILY,25.71,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJubC8hupjrjsRM2gR2f_q2FQ,Harohalli,114.7011584,SouthEast,Outer,,Cluster5,No,Srikantha B N,9738258828,Cluster5,20-31 KM,5
Sri Balaji Electrical &Hardware,store,Retail,Retailer,No,Medium,No,"Kottai Street, Thalli",12.5830902,77.6546203,094428 72721,+91 94428 72721,Not Available,OPERATIONAL,25.39,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJjcyLnd9jrjsRqd2uqemU5ug,Harohalli,114.965493,SouthEast,Outer,,Cluster5,Yes,Srikantha B N,9738258828,Cluster5,20-31 KM,5
SRI SAI TVS ( TVS Show Room ),store,Retail,Retailer,No,Medium,No,"Office, 28, near B B, D O, Hosur",12.5830306,77.6565972,098431 08484,+91 98431 08484,Not Available,OPERATIONAL,25.58,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJa9PmXABjrjsRSo0IiBfZbhQ,Harohalli,114.775799,SouthEast,Outer,,Cluster5,Yes,Srikantha B N,9738258828,Cluster5,20-31 KM,5
Chamunda Hardwares & Electricals,store,Retail,Retailer,No,Medium,No,"opp. Bharat Petrol Bunk, Thally, opp. Bharat Petrol Bunk, Thally Road, Denkanikottai",12.5830794,77.6561527,Not Available,Not Available,Not Available,OPERATIONAL,25.54,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJtaLT1BVjrjsRBgkMxYfLB4Y,Harohalli,114.8101836,SouthEast,Outer,,Cluster5,No,Srikantha B N,9738258828,Cluster5,20-31 KM,5
SRIDHAR ENTERPRSES,store,Retail,Retailer,No,Medium,No,"near B D O Office, 28, near B D O Office, Hosur",12.5830535,77.6565767,095008 78203,+91 95008 78203,Not Available,CLOSED_TEMPORARILY,25.58,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJ4553ksxjrjsRW1oNhOE-tMI,Harohalli,114.7727146,SouthEast,Outer,,Cluster5,Yes,Srikantha B N,9738258828,Cluster5,20-31 KM,5
SLV Offset Printers And Xerox,store,Retail,Retailer,No,Medium,No,"Sri Hari Complex, near BDO Ofiice, Thalli",12.5831193,77.6565503,Not Available,Not Available,Not Available,OPERATIONAL,25.58,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJH6y_ZXJjrjsRcS-0fyPhHqQ,Harohalli,114.7605317,SouthEast,Outer,,Cluster5,No,Srikantha B N,9738258828,Cluster5,20-31 KM,5
Lakshmi Venkateshwara SuperMarket,store,Retail,Retailer,No,Medium,No,"HMM4+8F2, Thalli",12.5832551,77.6561449,Not Available,Not Available,Not Available,OPERATIONAL,25.53,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJL5VrIwBjrjsREUKusNHTbRE,Harohalli,114.7711972,SouthEast,Outer,,Cluster5,No,Srikantha B N,9738258828,Cluster5,20-31 KM,5
SRI MARUTHI GLASS PLYWOOD & HARDWARE,store,Retail,Retailer,No,Medium,No,"near bharath petrol bunk, Thalli",12.5833796,77.6560235,Not Available,Not Available,Not Available,CLOSED_TEMPORARILY,25.51,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJtzvm_8FjrjsRnTrtrWFF07o,Harohalli,114.7553969,SouthEast,Outer,,Cluster5,No,Srikantha B N,9738258828,Cluster5,20-31 KM,5
SM POWER TECHNOLOGIES,store,Retail,Retailer,No,Medium,No,"State Highway 17, Shahi Cirlce, Channapatna",12.651883,77.208718,098860 19427,+91 98860 19427,Not Available,OPERATIONAL,25.55,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJaQvm-MZSrjsRP7zyjS_zpxo,Harohalli,263.1139151,West,Outer,,Cluster11,Yes,Vacant,,Cluster11,20-31 KM,11
Bhavani Homeo Pharmacy,store,Retail,Retailer,No,Medium,No,"National Highway 275, Kuvempu Nagar, Channapatna",12.6514074,77.1968346,093419 66927,+91 93419 66927,Not Available,OPERATIONAL,26.84,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJfShhA8tSrjsRQSiBUnBxNn4,Harohalli,263.3343417,West,Outer,,Cluster11,Yes,Vacant,,Cluster11,20-31 KM,11
Reliance Digital mini,store,Retail,Retailer,No,Medium,Yes,"opposite Reliance Petroleum, Channapatna",12.6534188,77.200046,080 2725 3332,+91 80 2725 3332,Not Available,OPERATIONAL,26.47,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJs1IdOcpSrjsRhA_2EXiItwo,Harohalli,263.7269208,West,Outer,,Cluster11,Yes,Vacant,,Cluster11,20-31 KM,11
Urs motors & service (sales),store,Retail,Retailer,No,Medium,No,"J678+7HJ, Doddanahalli",12.614153,77.215932,097437 97955,+91 97437 97955,Not Available,OPERATIONAL,25.64,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJ_dpOGwBTrjsRhSgttrDBHn0,Harohalli,253.5516678,West,Outer,,Cluster10,Yes,Vinod Kumar KJ,7483749862,Cluster10,20-31 KM,10
M S D PASHA ENTERPRISES,store,Retail,Retailer,No,Medium,No,"11 Halagur Road Honganuru, Channapattana, Ramanagara",12.6104838,77.2169831,094822 19702,+91 94822 19702,Not Available,CLOSED_TEMPORARILY,25.65,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJ-U0Sr1pTrjsRVPVNFNng9os,Harohalli,252.6054123,West,Outer,,Cluster10,Yes,Vinod Kumar KJ,7483749862,Cluster10,20-31 KM,10
Srinivasa Murthy Silk A R M Unit,store,Retail,Retailer,No,Medium,No,"Channapatna-Halaguru Road, Thagachagere",12.6221493,77.2175464,088617 27415,+91 88617 27415,https://murthysrinivas260.wixsite.com/srinivasamurthysilks,OPERATIONAL,25.23,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJj02YtZpTrjsRnhZxDr-1v-o,Harohalli,255.3749451,West,Outer,,Cluster10,Yes,Vinod Kumar KJ,7483749862,Cluster10,20-31 KM,10
Govindhe Gowdana Dhoddi chaki rearing centre,store,Retail,Retailer,No,Medium,No,"J6F3+CQX, Ramanagara",12.6236191,77.2044954,Not Available,Not Available,Not Available,OPERATIONAL,26.57,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJ1zC0iEZTrjsRhdiS4BmmiXA,Harohalli,256.4898078,West,Outer,,Cluster10,No,Vinod Kumar KJ,7483749862,Cluster10,20-31 KM,10
AMG Hardware And Paints,store,Retail,Retailer,No,Medium,No,Honganuru,12.6070066,77.2165079,080506 32494,+91 80506 32494,Not Available,OPERATIONAL,25.82,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJo3D8_VRTrjsRCGhJkNGVphE,Harohalli,251.82107,West,Outer,,Cluster10,Yes,Vinod Kumar KJ,7483749862,Cluster10,20-31 KM,10
Sri Siddappaji provision store....Nuthan,store,Retail,Retailer,No,Medium,No,"Honganuru, Halgur Road channapatna thaluk, dist",12.6068144,77.2165327,099721 05555,+91 99721 05555,Not Available,OPERATIONAL,25.82,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJ5-1bK45TrjsRGAA_KmAgrvs,Harohalli,251.7741593,West,Outer,,Cluster10,Yes,Vinod Kumar KJ,7483749862,Cluster10,20-31 KM,10
Santhosh medical,store,Retail,Retailer,No,Medium,No,"Onganuru, Ramanagara, SH-94, Chennapattana Road, Chennapattana, Chennapattana",12.6066946,77.2165114,Not Available,Not Available,Not Available,OPERATIONAL,25.83,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJGY9MwkFTrjsRIPxWHRmVMjI,Harohalli,251.7477061,West,Outer,,Cluster10,No,Vinod Kumar KJ,7483749862,Cluster10,20-31 KM,10
CHIDANVI STITCH WEAR MR SUDRSHAN RAJE UR,store,Retail,Retailer,No,Medium,No,"SHOP NUMBER 523, HALAGUR MAIN ROAD, Honganuru",12.6058292,77.2156189,099646 28975,+91 99646 28975,Not Available,CLOSED_TEMPORARILY,25.95,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJtdMYMCRTrjsRNGGMJPWv0wg,Harohalli,251.6131368,West,Outer,,Cluster10,Yes,Vinod Kumar KJ,7483749862,Cluster10,20-31 KM,10
Raghuveer enterprises,store,Retail,Retailer,No,Medium,No,Honganuru,12.6054071,77.216456,095354 22533,+91 95354 22533,Not Available,OPERATIONAL,25.88,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJ68xZ8UFTrjsR0hdykOr2T9g,Harohalli,251.4509502,West,Outer,,Cluster10,Yes,Vinod Kumar KJ,7483749862,Cluster10,20-31 KM,10
VICTORY WIN FASHIONS,store,Retail,Retailer,No,Medium,No,"#171/4, Narasappa Building, Ganesha Saw Mill Road, 1St Main Road, 2Nd Cross, T.dasarahalli, Bangalore - 560057",12.6041197,77.2164778,084950 28850,+91 84950 28850,Not Available,CLOSED_TEMPORARILY,25.92,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJP6spEUJTrjsR1rTuLn11UnM,Harohalli,251.1493971,West,Outer,,Cluster10,Yes,Vinod Kumar KJ,7483749862,Cluster10,20-31 KM,10
Shri Siddeshwara Electricals ಶ್ರೀ ಸಿದ್ದೇಶ್ವರ ಎಲೆಕ್ಟ್ರಿಕಲ್ಸ್,store,Retail,Retailer,No,Medium,No,"J638+GP7, Honganuru",12.6037809,77.216786,Not Available,Not Available,Not Available,CLOSED_TEMPORARILY,25.9,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJty56mnlTrjsR5RG3Jy6DTG4,Harohalli,251.046597,West,Outer,,Cluster10,No,Vinod Kumar KJ,7483749862,Cluster10,20-31 KM,10
L N FANCY STORE,store,Retail,Retailer,No,Medium,No,"State Highway 94, Honganuru",12.6036164,77.2166013,Not Available,Not Available,Not Available,OPERATIONAL,25.93,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJQeqmREtTrjsRV4q53pLKvAc,Harohalli,251.0228006,West,Outer,,Cluster10,No,Vinod Kumar KJ,7483749862,Cluster10,20-31 KM,10
Anjanadri books,store,Retail,Retailer,No,Medium,No,"J638+CMC, Honganuru",12.6035717,77.2166333,Not Available,Not Available,Not Available,OPERATIONAL,25.93,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJ7Zug-AFTrjsRoaRDN5ubaLc,Harohalli,251.0099145,West,Outer,,Cluster10,No,Vinod Kumar KJ,7483749862,Cluster10,20-31 KM,10
Raghavendra Pravison Store,store,Retail,Retailer,No,Medium,No,"02 HALGUR Road Channapatna, Ramanagara",12.6034713,77.2167018,099015 32098,+91 99015 32098,Not Available,OPERATIONAL,25.92,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJtbvd9HZTrjsREF5ZkIHItsc,Harohalli,250.9812296,West,Outer,,Cluster10,Yes,Vinod Kumar KJ,7483749862,Cluster10,20-31 KM,10
SRI KRISHNA BAKERY & SWEETS,store,Retail,Retailer,No,Medium,No,India,12.60433,77.2188992,Not Available,Not Available,Not Available,OPERATIONAL,25.67,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJj5M47WlTrjsRrkamfam_iTQ,Harohalli,251.0087867,West,Outer,,Cluster10,No,Vinod Kumar KJ,7483749862,Cluster10,20-31 KM,10
Shree Enterprises,store,Retail,Retailer,No,Medium,No,"J6J6+9PJ, Channapatna-Halaguru Road, Channadevi Agrahara",12.6310934,77.2117513,Not Available,Not Available,Not Available,OPERATIONAL,25.61,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJpeb0pM9TrjsRzQOCVBkS9Vo,Harohalli,257.8843101,West,Outer,,Cluster11,No,Vacant,,Cluster11,20-31 KM,11
Chennapatna news print,store,Retail,Retailer,No,Medium,No,"J6QW+PMG, Ramanagara",12.6393222,77.24671,Not Available,Not Available,Not Available,OPERATIONAL,21.71,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJdVBFWLJTrjsRiNPddSrT3ag,Harohalli,258.135848,West,Outer,,Cluster11,No,Vacant,,Cluster11,20-31 KM,11
RAJESH. M. B,store,Retail,Retailer,No,Medium,No,"J67M+W6G, Mole Doddi",12.6148125,77.2330781,Not Available,Not Available,Not Available,OPERATIONAL,23.84,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJZdnijJVTrjsRY5DspZC52N0,Harohalli,252.4508643,West,Outer,,Cluster10,No,Vinod Kumar KJ,7483749862,Cluster10,20-31 KM,10
Summane Chetu Provision Store,store,Retail,Retailer,No,Medium,No,"J6QQ+76, Brahmanipura",12.6381598,77.2380911,Not Available,Not Available,Not Available,OPERATIONAL,22.65,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJq4Reh7FTrjsREOqk5kvQ72k,Harohalli,258.3040113,West,Outer,,Cluster11,No,Vacant,,Cluster11,20-31 KM,11
Sadananda MB,store,Retail,Retailer,No,Medium,No,"J67J+725, Mole Doddi",12.6131437,77.2301086,Not Available,Not Available,Not Available,OPERATIONAL,24.2,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJSQ9ydwBTrjsRQeMglNWcbG8,Harohalli,252.2627188,West,Outer,,Cluster10,No,Vinod Kumar KJ,7483749862,Cluster10,20-31 KM,10
Mukunda provision stores,store,Retail,Retailer,No,Medium,No,"J6HJ+WHC, Channapatna",12.6298207,77.2313927,Not Available,Not Available,Not Available,OPERATIONAL,23.57,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJCf6mIwBTrjsR1U8KmwELI88,Harohalli,256.456043,West,Outer,,Cluster10,No,Vinod Kumar KJ,7483749862,Cluster10,20-31 KM,10
Patel Provision Store SUKANYA N P WOF LOKE,store,Retail,Retailer,No,Medium,No,"54, Nellsandra, Ramanagara",12.6219878,77.2278169,090361 69655,+91 90361 69655,Not Available,CLOSED_TEMPORARILY,24.16,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJFaS5xB5TrjsR9JARUfahDdk,Harohalli,254.6642756,West,Outer,,Cluster10,Yes,Vinod Kumar KJ,7483749862,Cluster10,20-31 KM,10
Aubree Pet's Hosur,store,Retail,Retailer,No,Medium,No,"Sy No 42/2, Arupalli Village, Denkannikottai, Hosur, Thaluk, Thalli",12.5952814,77.6381213,096111 77899,+91 96111 77899,https://www.aubree.co.in/,OPERATIONAL,23.2,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJvWmRkBhhrjsRK6uR1H8TY6s,Harohalli,113.8007634,SouthEast,Outer,,Cluster5,Yes,Srikantha B N,9738258828,Cluster5,20-31 KM,5
ANNAI VELANKANNI ELECTRICALS & HARDWARES,store,Retail,Retailer,No,Medium,No,"TOWARDS ANEKAL ROAD, GOPASANDIRAM, Thalli",12.6179107,77.6601514,085258 50643,+91 85258 50643,Not Available,OPERATIONAL,24.58,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJZxfba_plrjsRArqEKSOJNQY,Harohalli,106.1617492,East,Outer,,Cluster5,Yes,Srikantha B N,9738258828,Cluster5,20-31 KM,5
Ganesh Bag Store,store,Retail,Retailer,No,Medium,No,"Samanatham, Thalli",12.6232913,77.6627542,093805 35629,+91 93805 35629,Not Available,CLOSED_TEMPORARILY,24.7,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJaatbCIdlrjsR0FRvlVI8-IE,Harohalli,104.6457936,East,Outer,,Cluster5,Yes,Srikantha B N,9738258828,Cluster5,20-31 KM,5
JAYANNA GENERAL STORE,store,Retail,Retailer,No,Medium,No,"Shamanatham, No 25, Anekal Rd, Hosur",12.6238991,77.6628591,090476 96110,+91 90476 96110,Not Available,OPERATIONAL,24.69,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJtXUTBH1lrjsRS4cNsUsI9_c,Harohalli,104.4873884,East,Outer,,Cluster5,Yes,Srikantha B N,9738258828,Cluster5,20-31 KM,5
Omsakthi Stores,store,Retail,Retailer,No,Medium,No,"84B, Binnamangalam",12.6161912,77.6697715,063810 48419,+91 63810 48419,Not Available,OPERATIONAL,25.64,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJ-2K0H8RlrjsRjE3XBpWx3lQ,Harohalli,105.9208147,East,Outer,,Cluster5,Yes,Srikantha B N,9738258828,Cluster5,20-31 KM,5
Gopal Agriculture Farm Tech,store,Retail,Retailer,No,Medium,No,Doddaubbanur,12.5996968,77.6613349,Not Available,Not Available,Not Available,CLOSED_TEMPORARILY,25.34,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJV5cSeh1jrjsRWKgfsvXjH70,Harohalli,110.4813691,East,Outer,,Cluster5,No,Srikantha B N,9738258828,Cluster5,20-31 KM,5
TGA FLOWERS,store,Retail,Retailer,No,Medium,No,"JM8G+QXJ, Denkanikottai",12.6169535,77.6773752,Not Available,Not Available,Not Available,CLOSED_TEMPORARILY,26.41,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJn4ugbcNlrjsRiZmBKRYxPuQ,Harohalli,105.251509,East,Outer,,Cluster5,No,Srikantha B N,9738258828,Cluster5,20-31 KM,5
Nachural beauty parlour,store,Retail,Retailer,No,Medium,No,"above Mariyamma tample, Kottai Street, Thalli",12.5871354,77.6546796,094885 89348,+91 94885 89348,Not Available,OPERATIONAL,25.21,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJ6yE_ecZjrjsRvNjrKycJ9rQ,Harohalli,114.0327013,SouthEast,Outer,,Cluster5,Yes,Srikantha B N,9738258828,Cluster5,20-31 KM,5
sri ram jewellers and works,store,Retail,Retailer,No,Medium,No,"HMP3+CQM, Thalli",12.5860826,77.6544182,090426 80157,+91 90426 80157,Not Available,OPERATIONAL,25.23,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJdeBp499jrjsRuN-kp61dBXE,Harohalli,114.3017215,SouthEast,Outer,,Cluster5,Yes,Srikantha B N,9738258828,Cluster5,20-31 KM,5
MOHANA's Natural Food Product,store,Retail,Retailer,No,Medium,No,"ddcc bank, 53/2, Thalli",12.5853119,77.6543348,084388 50086,+91 84388 50086,Not Available,OPERATIONAL,25.26,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJddHMoURjrjsRkYiR7w5DoBU,Harohalli,114.487314,SouthEast,Outer,,Cluster5,Yes,Srikantha B N,9738258828,Cluster5,20-31 KM,5
Diamond Foot Wear Thally,store,Retail,Retailer,No,Medium,No,"HMM3+WPH, Kottai Street, Thalli",12.5848059,77.6543686,Not Available,Not Available,Not Available,OPERATIONAL,25.28,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJ3aNr7d9jrjsRpGEUTDScwkc,Harohalli,114.5998602,SouthEast,Outer,,Cluster5,No,Srikantha B N,9738258828,Cluster5,20-31 KM,5
Sri Srinivasa Murthy Clay roofing Tiles Works and Manufactury,store,Retail,Retailer,No,Medium,No,"Hosur-Thally, near Shree Vari Kalyana Mantapa, main, road road",12.5856781,77.6627048,094428 52492,+91 94428 52492,https://srinivasaclayworks.netlify.app/,OPERATIONAL,26.07,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJx49Fln5jrjsRO4w7G-TpqGc,Harohalli,113.5768446,SouthEast,Outer,,Cluster5,Yes,Srikantha B N,9738258828,Cluster5,20-31 KM,5
GVOutlook Men's wear,store,Retail,Retailer,No,Medium,No,"Shop No.06, Bus Stand Complex, Thalli",12.5846871,77.6549047,094879 93228,+91 94879 93228,Not Available,OPERATIONAL,25.34,10.6,1500,750,https://www.google.com/maps/place/?q=place_id:ChIJjeomjvBjrjsRMxnEV8LbWJA,Harohalli,114.572151,SouthEast,Outer,,Cluster5,Yes,Srikantha B N,9738258828,Cluster5,20-31 KM,5
